id,insId,title,imageUrl,description,prerequisites,category,subcategory,currency,price,validityPeriod,introvideo,openToEveryone,slug,certIssued
1,1,Introduction to Machine Learning,https://example.com/ml-intro.jpg,Comprehensive introduction to ML algorithms and concepts.,Basic Python,Technology,Machine Learning,USD,149,365,https://example.com/v1.mp4,true,intro-machine-learning,true
2,1,Advanced Machine Learning Techniques,https://example.com/adv-ml.jpg,Deep dive into advanced ML concepts and implementations.,ML basics,Technology,Machine Learning,USD,199,365,https://example.com/v2.mp4,false,advanced-ml,true
3,1,Machine Learning for Computer Vision,https://example.com/ml-cv.jpg,Apply ML techniques to computer vision problems.,ML basics,Technology,Machine Learning,USD,179,365,https://example.com/v3.mp4,false,ml-computer-vision,true
4,2,Introduction to Data Science,https://example.com/ds-intro.jpg,Learn fundamentals of data science and analysis.,Basic Math,Technology,Data Science,USD,149,365,https://example.com/v4.mp4,true,intro-data-science,true
5,2,Advanced Data Science and Analytics,https://example.com/adv-ds.jpg,Master advanced data science techniques.,Data Science basics,Technology,Data Science,USD,199,365,https://example.com/v5.mp4,false,advanced-data-science,true
6,2,Data Science for Business Analytics,https://example.com/ds-ba.jpg,Apply data science in business contexts.,Basic Statistics,Business,Data Science,USD,179,365,https://example.com/v6.mp4,true,data-science-business,true
7,3,Introduction to Python Programming,https://example.com/python-intro.jpg,Learn Python programming from scratch.,None,Technology,Programming,USD,99,365,https://example.com/v7.mp4,true,intro-python,true
8,3,Advanced Python Development,https://example.com/adv-python.jpg,Master advanced Python concepts and patterns.,Python basics,Technology,Programming,USD,149,365,https://example.com/v8.mp4,false,advanced-python,true
9,3,Python for Data Analysis,https://example.com/python-data.jpg,Learn data analysis using Python libraries.,Basic Python,Technology,Programming,USD,129,365,https://example.com/v9.mp4,true,python-data-analysis,true
10,4,Web Development Fundamentals,https://example.com/web-dev.jpg,Learn HTML CSS and JavaScript basics.,None,Technology,Web Development,USD,129,365,https://example.com/v10.mp4,true,web-dev-fundamentals,true
11,4,Advanced Web Development,https://example.com/adv-web.jpg,Master modern web development frameworks.,Web basics,Technology,Web Development,USD,199,365,https://example.com/v11.mp4,false,advanced-web-dev,true
12,4,Full Stack Web Development,https://example.com/fullstack.jpg,Learn both frontend and backend development.,Programming basics,Technology,Web Development,USD,249,365,https://example.com/v12.mp4,false,fullstack-web-dev,true
13,5,Digital Marketing Essentials,https://example.com/digital-mkt.jpg,Learn fundamental digital marketing concepts.,None,Business,Digital Marketing,USD,129,180,https://example.com/v13.mp4,true,digital-marketing-essentials,true
14,5,Advanced Digital Marketing Strategies,https://example.com/adv-mkt.jpg,Master advanced marketing techniques.,Marketing basics,Business,Digital Marketing,USD,179,180,https://example.com/v14.mp4,false,advanced-digital-marketing,true
15,5,Social Media Marketing Mastery,https://example.com/social-mkt.jpg,Learn effective social media marketing strategies.,None,Business,Digital Marketing,USD,149,180,https://example.com/v15.mp4,true,social-media-marketing,true
16,6,Introduction to Artificial Intelligence,https://example.com/ai-intro.jpg,Learn AI fundamentals and applications.,Basic Programming,Technology,Artificial Intelligence,USD,199,365,https://example.com/v16.mp4,true,intro-ai,true
17,6,Advanced AI and Deep Learning,https://example.com/adv-ai.jpg,Master deep learning and neural networks.,AI basics,Technology,Artificial Intelligence,USD,249,365,https://example.com/v17.mp4,false,advanced-ai,true
18,6,AI for Business Applications,https://example.com/ai-business.jpg,Apply AI solutions in business contexts.,Basic AI knowledge,Business,Artificial Intelligence,USD,229,365,https://example.com/v18.mp4,false,ai-business,true
19,7,Cloud Computing Fundamentals,https://example.com/cloud-intro.jpg,Learn basic cloud computing concepts.,Basic IT,Technology,Cloud Computing,USD,159,365,https://example.com/v19.mp4,true,cloud-computing-fundamentals,true
20,7,AWS Solutions Architect,https://example.com/aws-arch.jpg,Prepare for AWS certification.,Cloud basics,Technology,Cloud Computing,USD,199,365,https://example.com/v20.mp4,false,aws-architect,true
21,7,Microsoft Azure Development,https://example.com/azure-dev.jpg,Learn Azure cloud development.,Cloud basics,Technology,Cloud Computing,USD,189,365,https://example.com/v21.mp4,false,azure-development,true
22,8,Cybersecurity Fundamentals,https://example.com/cyber-intro.jpg,Learn basic cybersecurity concepts.,Basic IT,Technology,Cybersecurity,USD,179,365,https://example.com/v22.mp4,true,cybersecurity-fundamentals,true
23,8,Advanced Cybersecurity,https://example.com/adv-cyber.jpg,Master advanced security techniques.,Security basics,Technology,Cybersecurity,USD,229,365,https://example.com/v23.mp4,false,advanced-cybersecurity,true
24,8,Network Security Essentials,https://example.com/network-sec.jpg,Learn network security principles.,Networking basics,Technology,Cybersecurity,USD,199,365,https://example.com/v24.mp4,false,network-security,true
25,9,UI/UX Design Basics,https://example.com/uiux-intro.jpg,Learn fundamental design principles.,None,Design,UI/UX Design,USD,149,365,https://example.com/v25.mp4,true,uiux-design-basics,true
26,9,Advanced UI/UX Design,https://example.com/adv-uiux.jpg,Master advanced design techniques.,Design basics,Design,UI/UX Design,USD,199,365,https://example.com/v26.mp4,false,advanced-uiux-design,true
27,9,Mobile UI Design,https://example.com/mobile-ui.jpg,Learn mobile-specific UI design.,Basic design,Design,UI/UX Design,USD,179,365,https://example.com/v27.mp4,true,mobile-ui-design,true
28,10,Business Analytics Fundamentals,https://example.com/ba-intro.jpg,Learn basic business analytics.,Basic Math,Business,Analytics,USD,159,365,https://example.com/v28.mp4,true,business-analytics-fundamentals,true
29,10,Advanced Business Analytics,https://example.com/adv-ba.jpg,Master advanced analytics techniques.,Analytics basics,Business,Analytics,USD,209,365,https://example.com/v29.mp4,false,advanced-business-analytics,true
30,10,Predictive Analytics for Business,https://example.com/pred-analytics.jpg,Learn predictive modeling techniques.,Statistics basics,Business,Analytics,USD,189,365,https://example.com/v30.mp4,false,predictive-analytics,true
31,11,Financial Management Basics,https://example.com/finance-intro.jpg,Learn fundamental financial concepts.,Basic Math,Finance,Management,USD,169,365,https://example.com/v31.mp4,true,financial-management-basics,true
32,11,Investment Strategies,https://example.com/investment.jpg,Master investment techniques.,Finance basics,Finance,Investment,USD,219,365,https://example.com/v32.mp4,true,investment-strategies,true
33,11,Personal Finance Planning,https://example.com/personal-finance.jpg,Learn personal financial management.,None,Finance,Personal Finance,USD,129,365,https://example.com/v33.mp4,true,personal-finance-planning,true
34,12,Project Management Essentials,https://example.com/pm-intro.jpg,Learn basic project management.,None,Business,Project Management,USD,169,365,https://example.com/v34.mp4,true,project-management-essentials,true
35,12,Agile Project Management,https://example.com/agile-pm.jpg,Master agile methodology.,PM basics,Business,Project Management,USD,199,365,https://example.com/v35.mp4,false,agile-project-management,true
36,12,PMP Certification Preparation,https://example.com/pmp-prep.jpg,Prepare for PMP certification.,3 years experience,Business,Project Management,USD,249,365,https://example.com/v36.mp4,false,pmp-certification-prep,true
37,13,Graphic Design Fundamentals,https://example.com/design-intro.jpg,Learn basic design principles.,None,Design,Graphic Design,USD,139,365,https://example.com/v37.mp4,true,graphic-design-fundamentals,true
38,13,Advanced Graphic Design,https://example.com/adv-design.jpg,Master advanced design techniques.,Design basics,Design,Graphic Design,USD,189,365,https://example.com/v38.mp4,false,advanced-graphic-design,true
39,13,Brand Identity Design,https://example.com/brand-design.jpg,Learn brand design principles.,Basic design,Design,Graphic Design,USD,169,365,https://example.com/v39.mp4,true,brand-identity-design,true
40,14,Content Marketing Basics,https://example.com/content-intro.jpg,Learn content marketing fundamentals.,None,Business,Content Marketing,USD,129,180,https://example.com/v40.mp4,true,content-marketing-basics,true
41,14,Advanced Content Strategy,https://example.com/adv-content.jpg,Master content strategy techniques.,Marketing basics,Business,Content Marketing,USD,179,180,https://example.com/v41.mp4,false,advanced-content-strategy,true
42,14,SEO Content Writing,https://example.com/seo-writing.jpg,Learn SEO-optimized content creation.,Basic writing,Business,Content Marketing,USD,149,180,https://example.com/v42.mp4,true,seo-content-writing,true
43,15,Mobile App Development Basics,https://example.com/app-dev-intro.jpg,Learn basic app development.,Programming basics,Technology,Mobile Development,USD,179,365,https://example.com/v43.mp4,true,mobile-app-dev-basics,true
44,15,iOS App Development,https://example.com/ios-dev.jpg,Master iOS app development.,Swift basics,Technology,Mobile Development,USD,229,365,https://example.com/v44.mp4,false,ios-app-development,true
45,15,Android App Development,https://example.com/android-dev.jpg,Learn Android app development.,Java basics,Technology,Mobile Development,USD,229,365,https://example.com/v45.mp4,false,android-app-development,true
46,16,DevOps Fundamentals,https://example.com/devops-intro.jpg,Learn basic DevOps principles.,Basic IT,Technology,DevOps,USD,189,365,https://example.com/v46.mp4,true,devops-fundamentals,true
47,16,Advanced DevOps Practices,https://example.com/adv-devops.jpg,Master advanced DevOps techniques.,DevOps basics,Technology,DevOps,USD,239,365,https://example.com/v47.mp4,false,advanced-devops,true
48,16,Container Orchestration,https://example.com/containers.jpg,Learn Docker and Kubernetes.,Basic DevOps,Technology,DevOps,USD,219,365,https://example.com/v48.mp4,false,container-orchestration,true
49,17,Data Analytics Fundamentals,https://example.com/data-analytics.jpg,Learn basic data analytics.,Basic Math,Technology,Data Analytics,USD,159,365,https://example.com/v49.mp4,true,data-analytics-fundamentals,true
50,17,Advanced Data Analytics,https://example.com/adv-analytics.jpg,Master advanced analytics techniques.,Analytics basics,Technology,Data Analytics,USD,209,365,https://example.com/v50.mp4,false,advanced-data-analytics,true
51,17,Big Data Analytics,https://example.com/big-data.jpg,Learn big data analysis techniques.,Data Analytics basics,Technology,Data Analytics,USD,229,365,https://example.com/v51.mp4,false,big-data-analytics,true
52,18,Blockchain Fundamentals,https://example.com/blockchain-intro.jpg,Learn basic blockchain concepts.,Programming basics,Technology,Blockchain,USD,199,365,https://example.com/v52.mp4,true,blockchain-fundamentals,true
53,18,Smart Contract Development,https://example.com/smart-contracts.jpg,Learn Solidity programming.,Blockchain basics,Technology,Blockchain,USD,249,365,https://example.com/v53.mp4,false,smart-contract-development,true
54,18,DeFi Development,https://example.com/defi-dev.jpg,Learn DeFi application development.,Smart Contracts basics,Technology,Blockchain,USD,269,365,https://example.com/v54.mp4,false,defi-development,true
55,19,Product Management Basics,https://example.com/product-mgmt.jpg,Learn product management fundamentals.,None,Business,Product Management,USD,179,365,https://example.com/v55.mp4,true,product-management-basics,true
56,19,Advanced Product Management,https://example.com/adv-product.jpg,Master advanced PM techniques.,PM basics,Business,Product Management,USD,229,365,https://example.com/v56.mp4,false,advanced-product-management,true
57,19,Product Analytics,https://example.com/product-analytics.jpg,Learn product analytics techniques.,Basic Analytics,Business,Product Management,USD,199,365,https://example.com/v57.mp4,false,product-analytics,true
58,20,Motion Graphics Basics,https://example.com/motion-intro.jpg,Learn basic motion graphics.,Basic design,Design,Motion Graphics,USD,169,365,https://example.com/v58.mp4,true,motion-graphics-basics,true
59,20,Advanced Motion Graphics,https://example.com/adv-motion.jpg,Master advanced motion techniques.,Motion basics,Design,Motion Graphics,USD,219,365,https://example.com/v59.mp4,false,advanced-motion-graphics,true
60,20,3D Animation,https://example.com/3d-animation.jpg,Learn 3D animation techniques.,Basic animation,Design,Motion Graphics,USD,249,365,https://example.com/v60.mp4,false,3d-animation,true
61,21,Database Management Basics,https://example.com/db-intro.jpg,Learn basic database concepts.,Basic IT,Technology,Database Management,USD,159,365,https://example.com/v61.mp4,true,database-management-basics,true
62,21,Advanced SQL Development,https://example.com/adv-sql.jpg,Master advanced SQL techniques.,SQL basics,Technology,Database Management,USD,209,365,https://example.com/v62.mp4,true,database-management,true
63,21,NoSQL Database Architecture,https://example.com/nosql.jpg,Master NoSQL database systems and design patterns.,Database basics,Technology,Database Management,USD,189,365,https://example.com/v63.mp4,false,nosql-architecture,true
64,22,Healthcare Analytics Foundation,https://example.com/health-analytics.jpg,Learn healthcare data analysis basics.,Basic Statistics,Healthcare,Analytics,USD,179,365,https://example.com/v64.mp4,true,healthcare-analytics,true
65,22,Clinical Data Management,https://example.com/clinical-data.jpg,Master medical data handling techniques.,Healthcare basics,Healthcare,Data Management,USD,229,365,https://example.com/v65.mp4,false,clinical-data-management,true
66,22,Medical Informatics Essentials,https://example.com/med-informatics.jpg,Understand healthcare information systems.,Healthcare IT basics,Healthcare,Informatics,USD,199,365,https://example.com/v66.mp4,true,medical-informatics,true
67,23,Game Development Principles,https://example.com/game-dev.jpg,Learn fundamentals of game development.,Basic Programming,Technology,Game Development,USD,189,365,https://example.com/v67.mp4,true,game-development,true
68,23,Unity Game Programming,https://example.com/unity-dev.jpg,Create games using Unity engine.,Game Dev basics,Technology,Game Development,USD,229,365,https://example.com/v68.mp4,false,unity-programming,true
69,23,Game Design Theory,https://example.com/game-design.jpg,Master principles of engaging game design.,None,Design,Game Design,USD,169,365,https://example.com/v69.mp4,true,game-design-theory,true
70,24,Natural Language Processing,https://example.com/nlp.jpg,Learn NLP fundamentals and applications.,ML basics,Technology,Artificial Intelligence,USD,219,365,https://example.com/v70.mp4,false,nlp-fundamentals,true
71,24,Speech Recognition Systems,https://example.com/speech.jpg,Build speech recognition applications.,NLP basics,Technology,Artificial Intelligence,USD,249,365,https://example.com/v71.mp4,false,speech-recognition,true
72,24,Text Mining and Analytics,https://example.com/text-mining.jpg,Master text analysis techniques.,Basic NLP,Technology,Data Science,USD,209,365,https://example.com/v72.mp4,false,text-mining,true
73,25,Quantum Computing Basics,https://example.com/quantum.jpg,Introduction to quantum computing concepts.,Advanced Math,Technology,Quantum Computing,USD,259,365,https://example.com/v73.mp4,true,quantum-computing,true
74,25,Quantum Algorithms,https://example.com/quantum-algo.jpg,Learn quantum algorithm implementation.,Quantum basics,Technology,Quantum Computing,USD,299,365,https://example.com/v74.mp4,false,quantum-algorithms,true
75,25,Quantum Machine Learning,https://example.com/quantum-ml.jpg,Apply ML in quantum computing.,ML & Quantum basics,Technology,Quantum Computing,USD,319,365,https://example.com/v75.mp4,false,quantum-ml,true
76,26,Supply Chain Analytics,https://example.com/supply-chain.jpg,Learn supply chain optimization techniques.,Basic Analytics,Business,Supply Chain,USD,189,365,https://example.com/v76.mp4,true,supply-chain-analytics,true
77,26,Logistics Management Systems,https://example.com/logistics.jpg,Master modern logistics operations.,Supply Chain basics,Business,Supply Chain,USD,209,365,https://example.com/v77.mp4,false,logistics-management,true
78,26,Inventory Optimization,https://example.com/inventory.jpg,Learn inventory management techniques.,Basic Supply Chain,Business,Supply Chain,USD,179,365,https://example.com/v78.mp4,true,inventory-optimization,true
79,27,Renewable Energy Technologies,https://example.com/renewable.jpg,Understanding renewable energy systems.,Basic Science,Engineering,Energy,USD,199,365,https://example.com/v79.mp4,true,renewable-energy,true
80,27,Solar Power Engineering,https://example.com/solar.jpg,Learn solar system design and implementation.,Energy basics,Engineering,Energy,USD,229,365,https://example.com/v80.mp4,false,solar-engineering,true
81,27,Wind Energy Systems,https://example.com/wind.jpg,Master wind power technology.,Energy basics,Engineering,Energy,USD,219,365,https://example.com/v81.mp4,false,wind-energy,true
82,28,Music Production Fundamentals,https://example.com/music-prod.jpg,Learn basic music production.,None,Arts,Music Production,USD,159,365,https://example.com/v82.mp4,true,music-production,true
83,28,Audio Engineering,https://example.com/audio-eng.jpg,Master sound engineering techniques.,Music basics,Arts,Music Production,USD,199,365,https://example.com/v83.mp4,false,audio-engineering,true
84,28,Digital Music Composition,https://example.com/music-comp.jpg,Learn digital music composition.,Basic Music Theory,Arts,Music Production,USD,179,365,https://example.com/v84.mp4,true,music-composition,true
85,29,Robotics Engineering Basics,https://example.com/robotics.jpg,Learn fundamental robotics concepts.,Basic Engineering,Engineering,Robotics,USD,229,365,https://example.com/v85.mp4,true,robotics-basics,true
86,29,Industrial Automation Systems,https://example.com/automation.jpg,Master industrial automation processes.,Robotics basics,Engineering,Robotics,USD,249,365,https://example.com/v86.mp4,false,industrial-automation,true
87,29,Robot Motion Planning,https://example.com/robot-motion.jpg,Learn robot trajectory planning.,Advanced Robotics,Engineering,Robotics,USD,239,365,https://example.com/v87.mp4,false,robot-motion-planning,true
88,30,Virtual Reality Development,https://example.com/vr-dev.jpg,Learn VR application development.,3D Graphics basics,Technology,Virtual Reality,USD,219,365,https://example.com/v88.mp4,true,vr-development,true
89,30,Augmented Reality Applications,https://example.com/ar-apps.jpg,Build AR applications and experiences.,Programming basics,Technology,Virtual Reality,USD,229,365,https://example.com/v89.mp4,false,ar-applications,true
90,30,Mixed Reality Design,https://example.com/mr-design.jpg,Design for mixed reality environments.,VR/AR basics,Technology,Virtual Reality,USD,239,365,https://example.com/v90.mp4,false,mixed-reality-design,true
91,31,Network Infrastructure Design,https://example.com/network-design.jpg,Learn network architecture principles.,Networking basics,Technology,Networking,USD,199,365,https://example.com/v91.mp4,true,network-design,true
92,31,5G Technology Implementation,https://example.com/5g-tech.jpg,Master 5G network deployment.,Advanced Networking,Technology,Networking,USD,259,365,https://example.com/v92.mp4,false,5g-implementation,true
93,31,Network Security Architecture,https://example.com/net-security.jpg,Design secure network systems.,Network basics,Technology,Networking,USD,229,365,https://example.com/v93.mp4,false,network-security-arch,true
94,32,Emotional Intelligence Leadership,https://example.com/ei-leadership.jpg,Develop emotional intelligence skills.,None,Business,Leadership,USD,179,365,https://example.com/v94.mp4,true,emotional-intelligence,true
95,32,Strategic Management Skills,https://example.com/strategic-mgmt.jpg,Master strategic planning techniques.,Basic Management,Business,Leadership,USD,209,365,https://example.com/v95.mp4,true,strategic-management,true
96,32,Change Management Principles,https://example.com/change-mgmt.jpg,Learn organizational change management.,Management basics,Business,Leadership,USD,199,365,https://example.com/v96.mp4,true,change-management,true
97,33,Sustainable Architecture Design,https://example.com/sustainable-arch.jpg,Learn green building principles.,Basic Architecture,Architecture,Sustainable Design,USD,229,365,https://example.com/v97.mp4,true,sustainable-architecture,true
98,33,Urban Planning Fundamentals,https://example.com/urban-plan.jpg,Master urban development concepts.,None,Architecture,Urban Planning,USD,199,365,https://example.com/v98.mp4,true,urban-planning,true
99,33,Landscape Architecture,https://example.com/landscape-arch.jpg,Learn landscape design principles.,Design basics,Architecture,Landscape Design,USD,189,365,https://example.com/v99.mp4,true,landscape-architecture,true
100,34,Interior Design Principles,https://example.com/interior-design.jpg,Master interior design basics.,None,Design,Interior Design,USD,169,365,https://example.com/v100.mp4,true,interior-design,true
101,34,Commercial Space Planning,https://example.com/commercial-design.jpg,Learn commercial interior design.,Interior Design basics,Design,Interior Design,USD,199,365,https://example.com/v101.mp4,false,commercial-planning,true
102,34,Sustainable Interior Design,https://example.com/eco-interior.jpg,Create eco-friendly interiors.,Basic Design,Design,Interior Design,USD,189,365,https://example.com/v102.mp4,true,sustainable-interior,true
103,35,Food Science Technology,https://example.com/food-science.jpg,Learn food science principles.,Basic Science,Science,Food Science,USD,179,365,https://example.com/v103.mp4,true,food-science,true
104,35,Nutrition and Dietetics,https://example.com/nutrition.jpg,Master nutrition principles.,Biology basics,Science,Nutrition,USD,169,365,https://example.com/v104.mp4,true,nutrition-dietetics,true
105,35,Food Safety Management,https://example.com/food-safety.jpg,Learn food safety protocols.,Food Science basics,Science,Food Science,USD,189,365,https://example.com/v105.mp4,true,food-safety,true
106,36,Environmental Science Fundamentals,https://example.com/env-science.jpg,Learn environmental science basics.,Basic Science,Science,Environmental Science,USD,159,365,https://example.com/v106.mp4,true,environmental-science,true
107,36,Climate Change Studies,https://example.com/climate.jpg,Understand climate change science.,Environmental basics,Science,Environmental Science,USD,179,365,https://example.com/v107.mp4,true,climate-studies,true
108,36,Conservation Biology,https://example.com/conservation.jpg,Learn wildlife conservation principles.,Biology basics,Science,Environmental Science,USD,169,365,https://example.com/v108.mp4,true,conservation-biology,true
109,37,Digital Photography Basics,https://example.com/photography.jpg,Master photography fundamentals.,None,Arts,Photography,USD,149,365,https://example.com/v109.mp4,true,digital-photography,true
110,37,Photo Post-Processing,https://example.com/photo-editing.jpg,Learn photo editing techniques.,Basic Photography,Arts,Photography,USD,169,365,https://example.com/v110.mp4,true,photo-editing,true
111,37,Commercial Photography,https://example.com/commercial-photo.jpg,Master product photography.,Photography basics,Arts,Photography,USD,189,365,https://example.com/v111.mp4,false,commercial-photography,true
112,38,Video Production Essentials,https://example.com/video-prod.jpg,Learn video production basics.,None,Arts,Video Production,USD,179,365,https://example.com/v112.mp4,true,video-production,true
113,38,Video Editing Techniques,https://example.com/video-edit.jpg,Master video editing skills.,Basic Video,Arts,Video Production,USD,199,365,https://example.com/v113.mp4,true,video-editing,true
114,38,Documentary Filmmaking,https://example.com/documentary.jpg,Learn documentary production.,Video basics,Arts,Video Production,USD,219,365,https://example.com/v114.mp4,false,documentary-film,true
115,39,Creative Writing Workshop,https://example.com/creative-writing.jpg,Develop creative writing skills.,Basic Writing,Arts,Writing,USD,139,365,https://example.com/v115.mp4,true,creative-writing,true
116,39,Screenwriting Fundamentals,https://example.com/screenwriting.jpg,Learn screenplay writing basics.,Writing basics,Arts,Writing,USD,159,365,https://example.com/v116.mp4,true,screenwriting,true
117,39,Technical Writing Skills,https://example.com/tech-writing.jpg,Master technical documentation.,Basic Writing,Business,Technical Writing,USD,169,365,https://example.com/v117.mp4,true,technical-writing,true
118,40,Data Visualization Design,https://example.com/data-viz.jpg,Create effective data visualizations.,Basic Analytics,Technology,Data Visualization,USD,189,365,https://example.com/v118.mp4,true,data-visualization,true
119,40,Interactive Dashboard Creation,https://example.com/dashboards.jpg,Build interactive data dashboards.,Visualization basics,Technology,Data Visualization,USD,209,365,https://example.com/v119.mp4,false,interactive-dashboards,true
120,40,Visual Analytics Tools,https://example.com/visual-analytics.jpg,Master data visualization tools.,Basic visualization,Technology,Data Visualization,USD,199,365,https://example.com/v120.mp4,true,visual-analytics,true
121,41,Bioinformatics Analysis,https://example.com/bioinfo.jpg,Learn biological data analysis.,Biology & Programming,Science,Bioinformatics,USD,229,365,https://example.com/v121.mp4,false,bioinformatics-analysis,true
122,41,Genomic Data Science,https://example.com/genomics.jpg,Master genomic data analysis.,Bioinformatics basics,Science,Bioinformatics,USD,249,365,https://example.com/v122.mp4,false,genomic-science,true
123,41,Computational Biology,https://example.com/comp-bio.jpg,Study biological system modeling.,Programming & Biology,Science,Bioinformatics,USD,239,365,https://example.com/v123.mp4,false,computational-biology,true
124,42,Financial Risk Management,https://example.com/risk-mgmt.jpg,Learn risk assessment techniques.,Finance basics,Finance,Risk Management,USD,219,365,https://example.com/v124.mp4,true,risk-management,true
125,42,Algorithmic Trading Strategies,https://example.com/algo-trading.jpg,Master automated trading systems.,Programming & Finance,Finance,Trading,USD,299,365,https://example.com/v125.mp4,false,algorithmic-trading,true
126,42,Cryptocurrency Trading,https://example.com/crypto-trading.jpg,Learn crypto market analysis.,Basic Trading,Finance,Trading,USD,249,365,https://example.com/v126.mp4,true,crypto-trading,true
127,43,Sports Science Foundation,https://example.com/sports-science.jpg,Learn sports science basics.,Basic Biology,Health,Sports Science,USD,179,365,https://example.com/v127.mp4,true,sports-science,true
128,43,Athletic Performance Analysis,https://example.com/performance.jpg,Master sports performance metrics.,Sports Science basics,Health,Sports Science,USD,199,365,https://example.com/v128.mp4,false,performance-analysis,true
129,43,Sports Nutrition Planning,https://example.com/sports-nutrition.jpg,Learn athletic nutrition planning.,Nutrition basics,Health,Sports Science,USD,189,365,https://example.com/v129.mp4,true,sports-nutrition,true
130,44,Construction Project Management,https://example.com/construction.jpg,Master construction management.,Project Management basics,Engineering,Construction,USD,209,365,https://example.com/v130.mp4,true,construction-management,true
131,44,Building Information Modeling,https://example.com/bim.jpg,Learn BIM software and processes.,CAD basics,Engineering,Construction,USD,229,365,https://example.com/v131.mp4,false,bim-fundamentals,true
132,44,Construction Cost Estimation,https://example.com/cost-estimate.jpg,Master construction costing.,Basic Construction,Engineering,Construction,USD,199,365,https://example.com/v132.mp4,true,cost-estimation,true
133,45,Digital Forensics Essentials,https://example.com/forensics.jpg,Learn digital forensics basics.,IT Security basics,Technology,Digital Forensics,USD,239,365,https://example.com/v133.mp4,true,digital-forensics,true
134,45,Malware Analysis Techniques,https://example.com/malware.jpg,Master malware investigation.,Forensics basics,Technology,Digital Forensics,USD,259,365,https://example.com/v134.mp4,false,malware-analysis,true
135,45,Incident Response Planning,https://example.com/incident.jpg,Learn security incident handling.,Security basics,Technology,Digital Forensics,USD,229,365,https://example.com/v135.mp4,true,incident-response,true
136,46,Manufacturing Process Design,https://example.com/manufacturing.jpg,Learn manufacturing principles.,Engineering basics,Engineering,Manufacturing,USD,199,365,https://example.com/v136.mp4,true,manufacturing-design,true
137,46,Quality Control Systems,https://example.com/quality.jpg,Master quality management.,Manufacturing basics,Engineering,Manufacturing,USD,189,365,https://example.com/v137.mp4,true,quality-control,true
138,46,Lean Manufacturing Principles,https://example.com/lean.jpg,Learn lean production methods.,Basic Manufacturing,Engineering,Manufacturing,USD,179,365,https://example.com/v138.mp4,true,lean-manufacturing,true
139,47,Chemical Process Engineering,https://example.com/chemical.jpg,Learn chemical process design.,Chemistry basics,Engineering,Chemical Engineering,USD,229,365,https://example.com/v139.mp4,false,chemical-engineering,true
140,47,Petroleum Engineering Basics,https://example.com/petroleum.jpg,Master petroleum engineering.,Engineering basics,Engineering,Chemical Engineering,USD,249,365,https://example.com/v140.mp4,false,petroleum-engineering,true
141,47,Polymer Science Technology,https://example.com/polymer.jpg,Learn polymer manufacturing.,Chemistry basics,Engineering,Chemical Engineering,USD,219,365,https://example.com/v141.mp4,false,polymer-science,true
142,48,Public Relations Strategy,https://example.com/pr.jpg,Learn PR campaign management.,Basic Marketing,Business,Public Relations,USD,169,365,https://example.com/v142.mp4,true,pr-strategy,true
143,48,Crisis Communication Management,https://example.com/crisis-comm.jpg,Master crisis PR handling.,PR basics,Business,Public Relations,USD,189,365,https://example.com/v143.mp4,false,crisis-communication,true
144,48,Corporate Communications,https://example.com/corp-comm.jpg,Learn corporate PR strategies.,Basic PR,Business,Public Relations,USD,179,365,https://example.com/v144.mp4,true,corporate-communications,true
145,49,Search Engine Optimization,https://example.com/seo.jpg,Master modern SEO techniques.,Basic Marketing,Business,Digital Marketing,USD,199,365,https://example.com/v145.mp4,true,seo-mastery,true
146,49,Email Marketing Campaigns,https://example.com/email.jpg,Learn email marketing strategies.,Marketing basics,Business,Digital Marketing,USD,169,365,https://example.com/v146.mp4,true,email-marketing,true
147,49,Influencer Marketing Strategy,https://example.com/influencer.jpg,Master influencer campaigns.,Marketing basics,Business,Digital Marketing,USD,189,365,https://example.com/v147.mp4,true,influencer-marketing,true
148,50,Human Resource Management,https://example.com/hr.jpg,Learn HR management basics.,None,Business,Human Resources,USD,179,365,https://example.com/v148.mp4,true,hr-management,true
149,50,Talent Acquisition Strategy,https://example.com/recruitment.jpg,Master recruitment processes.,HR basics,Business,Human Resources,USD,199,365,https://example.com/v149.mp4,false,talent-acquisition,true
150,50,Employee Relations Management,https://example.com/emp-relations.jpg,Learn employee engagement.,Basic HR,Business,Human Resources,USD,189,365,https://example.com/v150.mp4,true,employee-relations,true
""
